UniProt AC,UniProt ID,Amino Acids,UniProt RecName,UniProt Keywords,Source,SimChrom
Q9NQX1,PRDM5_HUMAN,630,PR domain zinc finger protein 5,3D-structure; Activator; Alternative splicing; Chromatin regulator;Disease variant; DNA-binding; Metal-binding; Methyltransferase; Nucleus;Reference proteome; Repeat; Repressor; S-adenosyl-L-methionine;Transcription; Transcription regulation; Transferase; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q8IY81,SPB1_HUMAN,847,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 {ECO:0000255|HAMAP-Rule:MF_03163},3D-structure; Citrullination; Coiled coil; Isopeptide bond;Methyltransferase; Nucleus; Phosphoprotein; Reference proteome;Ribosome biogenesis; rRNA processing; S-adenosyl-L-methionine; Transferase;Ubl conjugation.,Gene Ontology,RNA modification;Preribosome-associated
Q96EY1,DNJA3_HUMAN,480,"DnaJ homolog subfamily A member 3, mitochondrial",3D-structure; Acetylation; Alternative splicing; Apoptosis; Cell membrane;Chaperone; Cytoplasm; Membrane; Metal-binding; Methylation; Mitochondrion;Phosphoprotein; Postsynaptic cell membrane; Reference proteome; Repeat;Synapse; Transit peptide; Zinc; Zinc-finger.,Gene Ontology,DNA replication
Q9NZ63,TLS1_HUMAN,289,Splicing factor C9orf78 {ECO:0000305},3D-structure; Centromere; Chromosome; Chromosome partition;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; RNA-binding; Spliceosome.,Gene Ontology,Centromere-associated
Q9UKS7,IKZF2_HUMAN,526,Zinc finger protein Helios,3D-structure; Acetylation; Activator; Alternative splicing; DNA-binding;Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Transcription; Transcription regulation;Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,
P31941,ABC3A_HUMAN,199,DNA dC->dU-editing enzyme APOBEC-3A,3D-structure; Alternative initiation; Antiviral defense; Cytoplasm;Direct protein sequencing; Hydrolase; Immunity; Innate immunity;Metal-binding; Nucleus; Reference proteome; Zinc.,Gene Ontology,DNA-templated transcription
P19838,NFKB1_HUMAN,968,Nuclear factor NF-kappa-B p50 subunit,3D-structure; Acetylation; Activator; Alternative splicing; ANK repeat;Apoptosis; Cytoplasm; Direct protein sequencing; DNA-binding;Hydroxylation; Isopeptide bond; Lipoprotein; Nucleus; Phosphoprotein;Reference proteome; Repeat; S-nitrosylation; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors;DNA-templated transcription
Q96IP4,TET5A_HUMAN,442,Terminal nucleotidyltransferase 5A {ECO:0000305},3D-structure; Alternative splicing; Cytoplasm; Disease variant;Nucleotidyltransferase; Osteogenesis imperfecta; Reference proteome;Repeat; Transferase.,Gene Ontology,
Q9UKN8,TF3C4_HUMAN,822,General transcription factor 3C polypeptide 4,3D-structure; Acetylation; Acyltransferase; Direct protein sequencing;DNA-binding; Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transferase; Ubl conjugation.,Gene Ontology,Histone modification;Histone PTM writers;Regulation of transcription;General TFs;DNA-templated transcription
Q9Y6G9,DC1L1_HUMAN,523,Cytoplasmic dynein 1 light intermediate chain 1,3D-structure; ATP-binding; Cell cycle; Cell division; Centromere;Chromosome; Cytoplasm; Cytoskeleton; Dynein; Endosome;Host-virus interaction; Kinetochore; Membrane; Microtubule; Mitosis;Motor protein; Nucleotide-binding; Phosphoprotein; Reference proteome;Transport.,Gene Ontology,Centromere-associated
P62913,RL11_HUMAN,178,Large ribosomal subunit protein uL5 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Alternative splicing; Cytoplasm;Diamond-Blackfan anemia; Direct protein sequencing; Disease variant;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Ribonucleoprotein; Ribosomal protein; RNA-binding; rRNA-binding;Ubl conjugation.,Gene Ontology,
P54277,PMS1_HUMAN,932,PMS1 protein homolog 1,3D-structure; Alternative splicing; DNA damage; DNA repair; DNA-binding;Hereditary nonpolyposis colorectal cancer; Nucleus; Reference proteome;Tumor suppressor.,Gene Ontology,DNA repair;DNA-modifying enzymes
Q8IVH2,FOXP4_HUMAN,680,Forkhead box protein P4,3D-structure; Alternative splicing; DNA-binding; Isopeptide bond;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor;Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q9UPN3,MACF1_HUMAN,7388,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 {ECO:0000305}",3D-structure; Acetylation; Actin-binding; Alternative splicing; Calcium;Cell membrane; Cell projection; Cytoplasm; Cytoskeleton; Disease variant;Golgi apparatus; Leucine-rich repeat; Lissencephaly; Membrane;Metal-binding; Microtubule; Phosphoprotein; Reference proteome; Repeat;SH3 domain; Wnt signaling pathway.,Gene Ontology,
Q86XP3,DDX42_HUMAN,938,ATP-dependent RNA helicase DDX42,3D-structure; Acetylation; Alternative splicing; ATP-binding; Coiled coil;Cytoplasm; Helicase; Hydrolase; Isopeptide bond; Methylation;Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome;RNA-binding; Ubl conjugation.,Gene Ontology,RNA processing
Q96I25,SPF45_HUMAN,401,Splicing factor 45,3D-structure; Acetylation; Direct protein sequencing; Isopeptide bond;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; RNA-binding; Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing
Q99497,PARK7_HUMAN,189,Parkinson disease protein 7 {ECO:0000305},3D-structure; Acetylation; Autophagy; Cell membrane; Chaperone; Copper;Cytoplasm; Direct protein sequencing; Disease variant; DNA damage;DNA repair; Endoplasmic reticulum; Fertilization; Hydrolase;Inflammatory response; Isopeptide bond; Lipoprotein; Membrane;Mitochondrion; Neurodegeneration; Nucleus; Oxidation; Palmitate;Parkinson disease; Parkinsonism; Phosphoprotein; Protease;Reference proteome; RNA-binding; Stress response; Tumor suppressor;Ubl conjugation; Zymogen.,Gene Ontology,
Q8N257,H2B3B_HUMAN,126,Histone H2B type 3-B,3D-structure; Acetylation; ADP-ribosylation; Chromosome;Direct protein sequencing; DNA-binding; Glycoprotein; Hydroxylation;Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein;Reference proteome; Ubl conjugation.,Gene Ontology,Histones
Q86UR5,RIMS1_HUMAN,1692,Regulating synaptic membrane exocytosis protein 1,3D-structure; Alternative splicing; Cell membrane; Cell projection;Cone-rod dystrophy; Differentiation; Exocytosis; Membrane; Metal-binding;Neurotransmitter transport; Phosphoprotein; Reference proteome; Repeat;Sensory transduction; Synapse; Transport; Vision; Zinc; Zinc-finger.,Gene Ontology,
Q92615,LAR4B_HUMAN,738,La-related protein 4B,3D-structure; Acetylation; Cytoplasm; Methylation; Phosphoprotein;Reference proteome; RNA-binding; Translation regulation.,Gene Ontology,
Q07666,KHDR1_HUMAN,443,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",3D-structure; Acetylation; Alternative splicing; Cell cycle; Cytoplasm;Direct protein sequencing; Isopeptide bond; Membrane; Methylation;mRNA processing; Nucleus; Phosphoprotein; Reference proteome; RNA-binding;SH3-binding; Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,RNA processing
O43719,HTSF1_HUMAN,755,17S U2 SnRNP complex component HTATSF1 {ECO:0000305},3D-structure; Acetylation; Activator; Chromosome;Direct protein sequencing; DNA damage; DNA repair; Isopeptide bond;mRNA processing; mRNA splicing; Nucleus; Phosphoprotein;Reference proteome; Repeat; RNA-binding; Spliceosome; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,DNA repair;RNA processing
P38398,BRCA1_HUMAN,1863,Breast cancer type 1 susceptibility protein,3D-structure; Acetylation; Activator; Alternative initiation;Alternative splicing; Cell cycle; Chromosome; Cytoplasm;Direct protein sequencing; Disease variant; DNA damage; DNA recombination;DNA repair; DNA-binding; Fanconi anemia; Fatty acid biosynthesis;Fatty acid metabolism; Isopeptide bond; Lipid biosynthesis;Lipid metabolism; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Transcription; Transcription regulation;Transferase; Tumor suppressor; Ubl conjugation; Ubl conjugation pathway;Zinc; Zinc-finger.,Gene Ontology,DNA replication;DNA repair;DNA recombination;X-chromosome inactivation;DNA-binding transcription factors
Q96J94,PIWL1_HUMAN,861,Piwi-like protein 1,3D-structure; Alternative splicing; Cytoplasm; Developmental protein;Differentiation; Disease variant; Endonuclease; Hydrolase; Magnesium;Meiosis; Metal-binding; Methylation; Nuclease; Reference proteome;RNA-binding; RNA-mediated gene silencing; Spermatogenesis;Translation regulation; Ubl conjugation.,Gene Ontology,
P32243,OTX2_HUMAN,289,Homeobox protein OTX2,Alternative splicing; Developmental protein; Disease variant; DNA-binding;Homeobox; Microphthalmia; Nucleus; Reference proteome.,STRING,DNA-binding transcription factors
Q96A72,MGN2_HUMAN,148,Protein mago nashi homolog 2,3D-structure; Acetylation; Direct protein sequencing; mRNA processing;mRNA splicing; mRNA transport; Nucleus; Reference proteome; RNA-binding;Spliceosome; Transport.,Gene Ontology,
Q9BYD2,RM09_HUMAN,267,Large ribosomal subunit protein bL9m {ECO:0000303|PubMed:25278503},3D-structure; Mitochondrion; Reference proteome; Ribonucleoprotein;Ribosomal protein; Transit peptide.,Gene Ontology,
P62304,RUXE_HUMAN,92,Small nuclear ribonucleoprotein E,3D-structure; Cytoplasm; Disease variant; Hypotrichosis; mRNA processing;mRNA splicing; Nucleus; Reference proteome; Ribonucleoprotein; RNA-binding;Spliceosome.,Gene Ontology,RNA processing;RNA modification
Q16633,OBF1_HUMAN,256,POU domain class 2-associating factor 1 {ECO:0000305},3D-structure; Activator; Chromosomal rearrangement;Direct protein sequencing; Nucleus; Proto-oncogene; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,Regulation of transcription
P52272,HNRPM_HUMAN,730,Heterogeneous nuclear ribonucleoprotein M,3D-structure; Acetylation; Alternative splicing; Direct protein sequencing;Isopeptide bond; Methylation; mRNA processing; mRNA splicing; Nucleus;Phosphoprotein; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding;Spliceosome; Ubl conjugation.,Gene Ontology,RNA processing
P22087,FBRL_HUMAN,321,rRNA 2'-O-methyltransferase fibrillarin,3D-structure; Acetylation; Isopeptide bond; Methylation; Methyltransferase;Nucleus; Phosphoprotein; Reference proteome; Ribonucleoprotein;RNA-binding; rRNA processing; S-adenosyl-L-methionine; Transferase;Ubl conjugation.,Gene Ontology,Histone modification;RNA processing;RNA modification;Preribosome-associated
Q93077,H2A1C_HUMAN,130,Histone H2A type 1-C,3D-structure; Acetylation; Chromosome; Citrullination; DNA-binding;Hydroxylation; Isopeptide bond; Methylation; Nucleosome core; Nucleus;Phosphoprotein; Reference proteome; Ubl conjugation.,Gene Ontology,Histones
O95409,ZIC2_HUMAN,532,Zinc finger protein ZIC 2,Activator; Cytoplasm; Developmental protein; Differentiation;Disease variant; DNA-binding; Holoprosencephaly; Isopeptide bond;Metal-binding; Neurogenesis; Nucleus; Phosphoprotein; Reference proteome;Repeat; Repressor; Transcription; Transcription regulation;Ubl conjugation; Zinc; Zinc-finger.,BioGRID,DNA-binding transcription factors
Q9BYJ9,YTHD1_HUMAN,559,YTH domain-containing family protein 1 {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Cytoplasm; Immunity;Phosphoprotein; Reference proteome; RNA-binding.,Gene Ontology,
Q96FV9,THOC1_HUMAN,657,THO complex subunit 1,3D-structure; Acetylation; Alternative splicing; Apoptosis; Cytoplasm;Deafness; Disease variant; DNA-binding; Isopeptide bond; mRNA processing;mRNA splicing; mRNA transport; Non-syndromic deafness; Nucleus;Phosphoprotein; Reference proteome; RNA-binding; Transcription;Transcription regulation; Transport; Ubl conjugation.,Gene Ontology,Telomere-associated;RNA processing
P62945,RS32_HUMAN,25,Small ribosomal subunit protein eS32 {ECO:0000305|Ref.8},3D-structure; Cytoplasm; Reference proteome; Ribonucleoprotein;Ribosomal protein.,Gene Ontology,
Q15691,MARE1_HUMAN,268,Microtubule-associated protein RP/EB family member 1,3D-structure; Acetylation; Cell cycle; Cell division; Cytoplasm;Cytoskeleton; Direct protein sequencing; Golgi apparatus; Microtubule;Mitosis; Phosphoprotein; Reference proteome.,Gene Ontology,
P04439,HLAA_HUMAN,365,"HLA class I histocompatibility antigen, A alpha chain",3D-structure; Adaptive immunity; Alternative splicing; Cell membrane;Direct protein sequencing; Disulfide bond; Endoplasmic reticulum;Glycoprotein; Host-virus interaction; Immunity; Immunoglobulin domain;Innate immunity; Membrane; MHC I; Phosphoprotein; Reference proteome;Signal; Sulfation; Transmembrane; Transmembrane helix; Ubl conjugation.,Gene Ontology,
Q9H9S0,NANOG_HUMAN,305,Homeobox protein NANOG,3D-structure; Activator; Alternative splicing; Developmental protein;DNA-binding; Homeobox; Nucleus; Reference proteome; Repeat; Repressor;Transcription; Transcription regulation.,STRING,DNA-binding transcription factors
P09467,F16P1_HUMAN,338,"Fructose-1,6-bisphosphatase 1",3D-structure; Acetylation; Allosteric enzyme; Carbohydrate metabolism;Direct protein sequencing; Disease variant; Gluconeogenesis; Hydrolase;Magnesium; Metal-binding; Phosphoprotein; Reference proteome.,Gene Ontology,
P39900,MMP12_HUMAN,470,Macrophage metalloelastase,3D-structure; Calcium; Disulfide bond; Extracellular matrix; Glycoprotein;Hydrolase; Metal-binding; Metalloprotease; Protease; Reference proteome;Repeat; Secreted; Signal; Zinc; Zymogen.,Gene Ontology,
P56282,DPOE2_HUMAN,527,DNA polymerase epsilon subunit 2,3D-structure; Alternative splicing; DNA replication; DNA-binding; Nucleus;Reference proteome.,Gene Ontology,DNA replication;DNA repair;DNA-modifying enzymes
P61326,MGN_HUMAN,146,Protein mago nashi homolog,3D-structure; Acetylation; Alternative splicing; Cytoplasm;mRNA processing; mRNA splicing; mRNA transport;Nonsense-mediated mRNA decay; Nucleus; Reference proteome; RNA-binding;Spliceosome; Translation regulation; Transport.,Gene Ontology,
O75446,SAP30_HUMAN,220,Histone deacetylase complex subunit SAP30,3D-structure; DNA-binding; Isopeptide bond; Metal-binding; Nucleus;Phosphoprotein; Reference proteome; Repressor; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,
Q96PZ0,PUS7_HUMAN,661,Pseudouridylate synthase 7 homolog {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Disease variant; Dwarfism;Intellectual disability; Isomerase; mRNA processing; mRNA splicing;Nucleus; Phosphoprotein; Reference proteome; tRNA processing.,Gene Ontology,RNA processing;RNA modification
O14802,RPC1_HUMAN,1390,DNA-directed RNA polymerase III subunit RPC1,3D-structure; Acetylation; Antiviral defense; Cytoplasm; Disease variant;DNA-directed RNA polymerase; Immunity; Innate immunity; Leukodystrophy;Magnesium; Metal-binding; Nucleotidyltransferase; Nucleus;Reference proteome; Transcription; Transferase; Zinc.,Gene Ontology,RNA polymerases;DNA-templated transcription
Q96J01,THOC3_HUMAN,351,THO complex subunit 3,3D-structure; Acetylation; Alternative splicing; mRNA processing;mRNA splicing; mRNA transport; Nucleus; Reference proteome; Repeat;RNA-binding; Transport; WD repeat.,Gene Ontology,Telomere-associated
P30086,PEBP1_HUMAN,187,Hippocampal cholinergic neurostimulating peptide,3D-structure; ATP-binding; Cytoplasm; Direct protein sequencing;Disulfide bond; Lipid-binding; Nucleotide-binding; Phosphoprotein;Protease inhibitor; Reference proteome; Serine protease inhibitor.,Gene Ontology,
P49207,RL34_HUMAN,117,Large ribosomal subunit protein eL34 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;Endoplasmic reticulum; Isopeptide bond; Phosphoprotein; Reference proteome;Ribonucleoprotein; Ribosomal protein; Ubl conjugation.,Gene Ontology,
Q96L73,NSD1_HUMAN,2696,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",3D-structure; Activator; Alternative splicing; Chromatin regulator;Chromosomal rearrangement; Chromosome; Disease variant; Isopeptide bond;Metal-binding; Methyltransferase; Nucleus; Phosphoprotein; Proto-oncogene;Reference proteome; Repeat; Repressor; S-adenosyl-L-methionine;Transcription; Transcription regulation; Transferase; Ubl conjugation;Zinc; Zinc-finger.,Gene Ontology,Histone modification;Histone PTM writers
P42677,RS27_HUMAN,84,Small ribosomal subunit protein eS27 {ECO:0000303|PubMed:24524803},3D-structure; Cytoplasm; Diamond-Blackfan anemia;Direct protein sequencing; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Ribonucleoprotein; Ribosomal protein; Zinc;Zinc-finger.,Gene Ontology,
O60841,IF2P_HUMAN,1220,Eukaryotic translation initiation factor 5B,3D-structure; Cytoplasm; Direct protein sequencing; GTP-binding; Hydrolase;Initiation factor; Metal-binding; Nucleotide-binding; Phosphoprotein;Protein biosynthesis; Reference proteome.,Gene Ontology,
Q9C0C9,UBE2O_HUMAN,1292,(E3-independent) E2 ubiquitin-conjugating enzyme,3D-structure; ATP-binding; Coiled coil; Cytoplasm; Nucleotide-binding;Nucleus; Phosphoprotein; Reference proteome; Transferase; Transport;Ubl conjugation; Ubl conjugation pathway.,Gene Ontology,
Q9NZ71,RTEL1_HUMAN,1219,Regulator of telomere elongation helicase 1 {ECO:0000255|HAMAP-Rule:MF_03065},3D-structure; 4Fe-4S; Alternative splicing; ATP-binding; Disease variant;DNA damage; DNA repair; DNA-binding; Dyskeratosis congenita; Helicase;Hydrolase; Iron; Iron-sulfur; Metal-binding; Nucleotide-binding; Nucleus;Reference proteome.,Gene Ontology,DNA replication;Telomere-associated;DNA-modifying enzymes
A2RUC4,TYW5_HUMAN,315,tRNA wybutosine-synthesizing protein 5 {ECO:0000305|PubMed:20739293},3D-structure; Alternative splicing; Dioxygenase; Iron; Metal-binding;Oxidoreductase; Reference proteome; tRNA processing.,Gene Ontology,Histone modification
Q14994,NR1I3_HUMAN,352,Nuclear receptor subfamily 1 group I member 3,3D-structure; Activator; Alternative splicing; Cytoplasm; Cytoskeleton;DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Receptor;Reference proteome; Transcription; Transcription regulation; Zinc;Zinc-finger.,Gene Ontology,Nuclear hormone receptors;DNA-binding transcription factors
P35249,RFC4_HUMAN,363,Replication factor C subunit 4,3D-structure; Acetylation; Alternative splicing; ATP-binding;Direct protein sequencing; DNA replication; Nucleotide-binding; Nucleus;Reference proteome.,Gene Ontology,DNA replication;DNA-modifying enzymes
Q2NKX8,ERC6L_HUMAN,1250,DNA excision repair protein ERCC-6-like,3D-structure; ATP-binding; Cell cycle; Cell division; Centromere;Chromosome; DNA-binding; Helicase; Hydrolase; Kinetochore; Mitosis;Nucleotide-binding; Phosphoprotein; Reference proteome; Repeat; TPR repeat.,Gene Ontology,Chromatin remodelers;DNA repair;Centromere-associated;DNA recombination;DNA-modifying enzymes
Q9BZI7,REN3B_HUMAN,483,Regulator of nonsense transcripts 3B {ECO:0000312|HGNC:HGNC:20439},3D-structure; Alternative splicing; Cytoplasm; Disease variant;Intellectual disability; Methylation; mRNA transport;Nonsense-mediated mRNA decay; Nucleus; Phosphoprotein; Reference proteome;RNA-binding; Transport.,Gene Ontology,
P42166,LAP2A_HUMAN,694,Thymopentin,3D-structure; Acetylation; Alternative splicing; Cardiomyopathy;Chromosome; Coiled coil; Direct protein sequencing; DNA-binding;Methylation; Nucleus; Pharmaceutical; Phosphoprotein; Reference proteome.,Gene Ontology,
P53999,TCP4_HUMAN,127,Activated RNA polymerase II transcriptional coactivator p15,3D-structure; Acetylation; Activator; Direct protein sequencing;DNA-binding; Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-templated transcription
Q5SZJ8,BEND6_HUMAN,279,BEN domain-containing protein 6,3D-structure; Alternative splicing; Coiled coil; Neurogenesis; Nucleus;Reference proteome; Repressor; Transcription; Transcription regulation.,Gene Ontology,
O00566,MPP10_HUMAN,681,U3 small nucleolar ribonucleoprotein protein MPP10,3D-structure; Acetylation; Chromosome; Coiled coil; Isopeptide bond;Nucleus; Phosphoprotein; Reference proteome; Ribonucleoprotein;Ribosome biogenesis; rRNA processing; Ubl conjugation.,Gene Ontology,
Q96EK4,THA11_HUMAN,314,THAP domain-containing protein 11,3D-structure; Coiled coil; Cytoplasm; DNA-binding; Metal-binding; Nucleus;Reference proteome; Repressor; Transcription; Transcription regulation;Triplet repeat expansion; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q7KZ85,SPT6H_HUMAN,1726,Transcription elongation factor SPT6,3D-structure; Acetylation; Alternative splicing; Chaperone;Host-virus interaction; mRNA processing; mRNA splicing; mRNA transport;Nucleus; Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Transport.,Gene Ontology,RNA processing;DNA-templated transcription;Histone chaperones
Q9UKY1,ZHX1_HUMAN,873,Zinc fingers and homeoboxes protein 1,3D-structure; Alternative splicing; Differentiation; DNA-binding; Homeobox;Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Repressor; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q86TB9,PATL1_HUMAN,770,Protein PAT1 homolog 1,3D-structure; Alternative splicing; Cytoplasm; Methylation; Nucleus;Phosphoprotein; Reference proteome; RNA-binding.,Gene Ontology,
Q8N8D1,PDCD7_HUMAN,485,Programmed cell death protein 7,Apoptosis; Coiled coil; Nucleus; Reference proteome; Repeat.,BioGRID,
O14744,ANM5_HUMAN,637,"Protein arginine N-methyltransferase 5, N-terminally processed",3D-structure; Acetylation; Alternative splicing; Biological rhythms;Chromatin regulator; Chromosome; Cytoplasm; Direct protein sequencing;Golgi apparatus; Methyltransferase; Nucleus; Reference proteome; Repressor;S-adenosyl-L-methionine; Transcription; Transcription regulation;Transferase.,Gene Ontology,Histone modification;Histone PTM writers;Methylated DNA binding;DNA-templated transcription
Q13133,NR1H3_HUMAN,447,Oxysterols receptor LXR-alpha,3D-structure; Activator; Alternative splicing; Cytoplasm; DNA-binding;Metal-binding; Nucleus; Receptor; Reference proteome; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;Regulation of transcription;DNA-binding transcription factors;DNA-templated transcription
Q9UHB9,SRP68_HUMAN,627,Signal recognition particle subunit SRP68,3D-structure; Acetylation; Alternative splicing; Cytoplasm;Endoplasmic reticulum; Nucleus; Phosphoprotein; Reference proteome;Ribonucleoprotein; RNA-binding; Signal recognition particle.,Gene Ontology,
Q6ZRS2,SRCAP_HUMAN,3230,Helicase SRCAP,3D-structure; Activator; Alternative splicing; ATP-binding;Chromatin regulator; Disease variant; DNA-binding; Helicase;Host-virus interaction; Hydrolase; Intellectual disability;Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat;Transcription; Transcription regulation.,Gene Ontology,Histone modification;Chromatin remodelers;DNA-modifying enzymes
P27540,ARNT_HUMAN,789,Aryl hydrocarbon receptor nuclear translocator {ECO:0000305},3D-structure; Acetylation; Activator; Alternative splicing;Direct protein sequencing; DNA-binding; Isopeptide bond; Nucleus;Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,Nuclear hormone receptors;Regulation of transcription;DNA-binding transcription factors
O00743,PPP6_HUMAN,305,"Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",Acetylation; Alternative splicing; Cell cycle; Cytoplasm;Direct protein sequencing; Hydrolase; Immunity; Innate immunity; Manganese;Metal-binding; Mitochondrion; Protein phosphatase; Reference proteome.,BioGRID,
A6NCD4,C2D2B_HUMAN,1437,Protein CC2D2B {ECO:0000305},Alternative splicing; Reference proteome.,BioGRID,
O00268,TAF4_HUMAN,1085,Transcription initiation factor TFIID subunit 4,3D-structure; Direct protein sequencing; Disease variant;Host-virus interaction; Intellectual disability; Methylation; Nucleus;Phosphoprotein; Reference proteome; Transcription;Transcription regulation.,Gene Ontology,Regulation of transcription;General TFs;DNA-templated transcription
P62280,RS11_HUMAN,158,Small ribosomal subunit protein uS17 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Citrullination; Cytoplasm;Direct protein sequencing; Lipoprotein; Methylation; Nucleus; Palmitate;Phosphoprotein; Reference proteome; Ribonucleoprotein; Ribosomal protein;RNA-binding; rRNA-binding.,Gene Ontology,Preribosome-associated
Q5VYK3,ECM29_HUMAN,1845,Proteasome adapter and scaffold protein ECM29 {ECO:0000305},Acetylation; Alternative splicing; Cytoplasm; Cytoplasmic vesicle;Cytoskeleton; Endoplasmic reticulum; Endosome; Isopeptide bond; Nucleus;Phosphoprotein; Proteasome; Reference proteome; Repeat; Ubl conjugation.,BioGRID,
P60709,ACTB_HUMAN,375,"Actin, cytoplasmic 1, N-terminally processed",3D-structure; Acetylation; ATP-binding; Cytoplasm; Cytoskeleton; Deafness;Direct protein sequencing; Disease variant; Dystonia; Hydrolase;Intellectual disability; Isopeptide bond; Methylation; Nucleotide-binding;Nucleus; Oxidation; Reference proteome; Ubl conjugation.,Gene Ontology,Chromatin remodelers;Centromere-associated
P43354,NR4A2_HUMAN,598,Nuclear receptor subfamily 4 group A member 2,3D-structure; Alternative splicing; Cytoplasm; Disease variant;DNA-binding; Dystonia; Intellectual disability; Metal-binding; Nucleus;Parkinsonism; Receptor; Reference proteome; Transcription;Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,Nuclear hormone receptors;DNA-binding transcription factors;DNA-templated transcription
P22830,HEMH_HUMAN,423,"Ferrochelatase, mitochondrial",2Fe-2S; 3D-structure; Acetylation; Alternative splicing; Disease variant;Heme biosynthesis; Iron; Iron-sulfur; Lyase; Membrane; Metal-binding;Mitochondrion; Mitochondrion inner membrane; Porphyrin biosynthesis;Reference proteome; Transit peptide.,Gene Ontology,
P30044,PRDX5_HUMAN,214,"Peroxiredoxin-5, mitochondrial",3D-structure; Acetylation; Alternative initiation; Alternative splicing;Antioxidant; Cytoplasm; Direct protein sequencing; Disulfide bond;Lipoprotein; Mitochondrion; Oxidoreductase; Palmitate; Peroxidase;Peroxisome; Phosphoprotein; Redox-active center; Reference proteome;Transit peptide.,Gene Ontology,
Q8N5A5,ZGPAT_HUMAN,531,Zinc finger CCCH-type with G patch domain-containing protein,3D-structure; Acetylation; Alternative splicing; DNA-binding;Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repressor;Transcription; Transcription regulation; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q99547,MPH6_HUMAN,160,M-phase phosphoprotein 6 {ECO:0000305},3D-structure; Cytoplasm; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; RNA-binding; rRNA processing; Ubl conjugation.,Gene Ontology,RNA processing
Q9NPF5,DMAP1_HUMAN,467,DNA methyltransferase 1-associated protein 1,3D-structure; Activator; Chromatin regulator; Coiled coil; Cytoplasm;Direct protein sequencing; Growth regulation; Isopeptide bond; Nucleus;Phosphoprotein; Reference proteome; Repressor; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,Chromatin remodelers
P07948,LYN_HUMAN,512,Tyrosine-protein kinase Lyn,3D-structure; Adaptive immunity; Alternative splicing; ATP-binding;Cell membrane; Cytoplasm; Disease variant; Golgi apparatus;Host-virus interaction; Immunity; Inflammatory response; Innate immunity;Kinase; Lipoprotein; Membrane; Myristate; Nucleotide-binding; Nucleus;Palmitate; Phosphoprotein; Proto-oncogene; Reference proteome; SH2 domain;SH3 domain; Transferase; Tyrosine-protein kinase; Ubl conjugation.,Gene Ontology,
